date,user_id,amount,card
2017-01-02,481903,100,AMEX
2017-01-02,185889,200,MasterCard
2017-01-02,97241,100,AMEX
2017-01-02,227496,50,AMEX
2017-01-02,16327,100,MasterCard
2017-01-02,70590,200,AMEX
2017-01-02,402276,50,MasterCard
2017-01-02,93052,50,MasterCard
2017-01-02,83695,200,Visa
2017-01-02,36092,200,Visa
2017-01-02,349707,50,MasterCard
2017-01-02,62970,200,MasterCard
2017-01-02,243850,50,Visa
2017-01-02,467888,100,AMEX
2017-01-02,583561,50,Visa
2017-01-02,176490,150,MasterCard
2017-01-02,318713,150,Visa
2017-01-02,511290,50,Visa
2017-01-02,429584,150,AMEX
2017-01-02,183170,200,Visa
2017-01-02,147624,100,AMEX
2017-01-02,431092,200,MasterCard
2017-01-02,65122,50,MasterCard
2017-01-02,188749,100,Visa
2017-01-02,570035,200,MasterCard
2017-01-02,459361,100,MasterCard
2017-01-02,111753,50,MasterCard
2017-01-02,49106,150,MasterCard
2017-01-02,130826,200,AMEX
2017-01-02,367681,150,Visa
2017-01-02,280007,150,MasterCard
2017-01-02,293480,200,AMEX
2017-01-02,90356,50,MasterCard
2017-01-02,131026,50,Visa
2017-01-02,51955,150,Visa
2017-01-02,252400,150,AMEX
2017-01-02,462982,50,MasterCard
2017-01-02,237855,100,Visa
2017-01-02,413010,200,MasterCard
2017-01-02,19047,100,AMEX
2017-01-02,332100,100,AMEX
2017-01-02,87622,200,Visa
2017-01-02,270453,100,AMEX
2017-01-02,162389,200,AMEX
2017-01-02,45895,200,AMEX
2017-01-02,575774,150,Visa
2017-01-02,214155,100,AMEX
2017-01-02,182515,150,Visa
2017-01-02,38377,50,AMEX
2017-01-02,472528,150,AMEX
2017-01-02,266172,200,MasterCard
2017-01-02,14743,50,AMEX
2017-01-02,519240,200,MasterCard
2017-01-02,554486,150,MasterCard
2017-01-02,543808,50,Visa
2017-01-02,451069,200,MasterCard
2017-01-02,435117,50,Visa
2017-01-02,261235,150,MasterCard
2017-01-02,245931,150,AMEX
2017-01-02,464925,100,AMEX
2017-01-02,266964,100,Visa
2017-01-02,118136,100,Visa
2017-01-02,70064,200,AMEX
2017-01-02,34115,50,MasterCard
2017-01-02,343959,50,Visa
2017-01-02,497951,50,Visa
2017-01-02,561758,50,Visa
2017-01-02,254556,100,AMEX
2017-01-02,3273,100,Visa
2017-01-02,295071,100,MasterCard
2017-01-02,519940,200,MasterCard
2017-01-02,58327,50,Visa
2017-01-02,19352,100,Visa
2017-01-02,117513,50,AMEX
2017-01-02,490516,200,MasterCard
2017-01-02,574944,200,MasterCard
2017-01-02,451905,50,Visa
2017-01-02,318007,200,Visa
2017-01-02,458369,100,MasterCard
2017-01-02,124415,50,MasterCard
2017-01-02,166677,50,MasterCard
2017-01-02,389874,200,MasterCard
2017-01-02,63774,150,MasterCard
2017-01-02,258881,50,MasterCard
2017-01-02,26122,150,Visa
2017-01-02,127079,50,AMEX
2017-01-02,68664,50,MasterCard
2017-01-02,79518,150,Visa
2017-01-02,456692,200,AMEX
2017-01-02,44128,200,AMEX
2017-01-02,396434,150,Visa
2017-01-02,437284,150,Visa
2017-01-02,356693,150,Visa
2017-01-02,281776,200,MasterCard
2017-01-02,40534,150,Visa
2017-01-02,227479,150,AMEX
2017-01-02,434713,150,MasterCard
2017-01-02,512948,200,AMEX
2017-01-02,356620,150,Visa
2017-01-02,45168,100,Visa
2017-01-02,236245,200,AMEX
2017-01-02,497360,150,MasterCard
2017-01-02,432183,150,MasterCard
2017-01-02,555224,100,AMEX
2017-01-02,564014,200,Visa
2017-01-02,570317,150,AMEX
2017-01-02,403549,100,MasterCard
2017-01-02,382766,200,Visa
2017-01-02,109066,50,AMEX
2017-01-02,201256,100,Visa
2017-01-02,234556,200,AMEX
2017-01-02,170943,50,AMEX
2017-01-02,160247,150,AMEX
2017-01-02,282589,150,Visa
2017-01-02,367810,200,MasterCard
2017-01-02,181374,100,Visa
2017-01-02,174126,200,Visa
2017-01-02,395933,50,AMEX
2017-01-02,522115,200,MasterCard
2017-01-02,570684,150,MasterCard
2017-01-02,241467,200,AMEX
2017-01-02,18101,200,AMEX
2017-01-02,10871,100,AMEX
2017-01-02,278575,200,MasterCard
2017-01-02,212443,200,MasterCard
2017-01-02,335628,50,AMEX
2017-01-02,345520,100,Visa
2017-01-02,442094,100,MasterCard
2017-01-02,485312,100,MasterCard
2017-01-02,454512,150,MasterCard
2017-01-02,71472,150,Visa
2017-01-02,569227,150,MasterCard
2017-01-02,86144,150,MasterCard
2017-01-02,411457,100,AMEX
2017-01-02,118341,150,MasterCard
2017-01-02,430985,150,MasterCard
2017-01-02,164157,50,AMEX
2017-01-02,356530,100,Visa
2017-01-02,354508,200,Visa
2017-01-02,341290,100,MasterCard
2017-01-02,448366,200,Visa
2017-01-02,21264,100,AMEX
2017-01-02,467070,150,AMEX
2017-01-02,304446,100,MasterCard
2017-01-02,312602,50,Visa
2017-01-02,428997,200,Visa
2017-01-02,194796,200,AMEX
2017-01-02,16785,200,MasterCard
2017-01-02,248638,200,AMEX
2017-01-02,154368,50,Visa
2017-01-02,351145,100,AMEX
2017-01-02,20848,50,MasterCard
2017-01-02,181691,100,AMEX
2017-01-02,108175,150,MasterCard
2017-01-02,113542,100,AMEX
2017-01-02,248389,50,MasterCard
2017-01-02,556094,50,AMEX
2017-01-02,441088,200,MasterCard
2017-01-02,377236,50,MasterCard
2017-01-02,74278,50,Visa
2017-01-02,111169,50,Visa
2017-01-02,111772,200,MasterCard
2017-01-02,219661,50,AMEX
2017-01-02,471359,50,MasterCard
2017-01-02,591285,100,AMEX
2017-01-02,260247,100,AMEX
2017-01-02,298085,100,Visa
2017-01-02,191098,100,AMEX
2017-01-02,339554,100,Visa
2017-01-02,425257,150,MasterCard
2017-01-02,383507,150,AMEX
2017-01-02,287152,50,Visa
2017-01-02,23044,50,MasterCard
2017-01-02,356363,100,AMEX
2017-01-02,288625,50,Visa
2017-01-02,596450,50,AMEX
2017-01-02,181473,200,MasterCard
2017-01-02,351020,50,AMEX
2017-01-02,173004,200,Visa
2017-01-02,58348,50,Visa
2017-01-02,98909,100,Visa
2017-01-02,275327,200,AMEX
2017-01-02,404175,50,Visa
2017-01-02,460503,150,Visa
2017-01-02,565265,100,MasterCard
2017-01-02,475418,50,AMEX
2017-01-02,422548,100,AMEX
2017-01-02,348891,50,AMEX
2017-01-02,545318,50,Visa
2017-01-02,453085,200,MasterCard
2017-01-02,481076,200,MasterCard
2017-01-02,413140,50,Visa
2017-01-02,405,150,Visa
2017-01-02,78948,200,MasterCard
2017-01-02,164296,150,AMEX
2017-01-02,409428,100,Visa
2017-01-02,499376,150,Visa
2017-01-02,380442,150,AMEX
2017-01-02,551638,150,Visa
2017-01-02,242801,100,MasterCard
2017-01-02,321028,100,Visa
2017-01-02,302234,100,MasterCard
2017-01-02,566403,200,AMEX
2017-01-02,198831,200,MasterCard
2017-01-02,3074,100,MasterCard
2017-01-02,337178,50,Visa
2017-01-02,343849,100,MasterCard
2017-01-02,86712,200,Visa
2017-01-02,147262,150,MasterCard
2017-01-02,18456,50,Visa
2017-01-02,140429,200,AMEX
2017-01-02,488852,100,AMEX
2017-01-02,515705,50,AMEX
2017-01-02,47848,200,AMEX
2017-01-02,208401,100,AMEX
2017-01-02,399478,200,MasterCard
2017-01-02,500944,100,AMEX
2017-01-02,397425,150,MasterCard
2017-01-02,156204,150,MasterCard
2017-01-02,478584,50,AMEX
2017-01-02,459153,50,MasterCard
2017-01-02,262719,150,Visa
2017-01-02,131223,50,Visa
2017-01-02,110258,50,MasterCard
2017-01-02,75767,100,AMEX
2017-01-02,52909,50,Visa
2017-01-02,555222,50,AMEX
2017-01-02,40662,150,AMEX
2017-01-02,449848,50,Visa
2017-01-02,518123,200,AMEX
2017-01-02,511034,50,Visa
2017-01-02,568726,150,MasterCard
2017-01-02,572370,50,AMEX
2017-01-02,274195,150,MasterCard
2017-01-02,106366,150,MasterCard
2017-01-02,294625,200,Visa
2017-01-02,558916,100,Visa
2017-01-02,365297,200,AMEX
2017-01-02,126902,50,Visa
2017-01-02,166193,100,MasterCard
2017-01-02,259541,100,MasterCard
2017-01-02,334825,150,MasterCard
2017-01-02,324574,100,Visa
2017-01-02,519256,150,MasterCard
2017-01-02,78697,50,Visa
2017-01-02,382788,150,MasterCard
2017-01-02,71449,50,MasterCard
2017-01-02,331375,200,MasterCard
2017-01-02,148573,50,Visa
2017-01-02,532814,50,AMEX
2017-01-02,294178,150,Visa
2017-01-02,36452,200,MasterCard
2017-01-02,330323,50,Visa
2017-01-02,16975,150,Visa
2017-01-02,210478,150,MasterCard
2017-01-02,370620,50,Visa
2017-01-02,151058,150,AMEX
2017-01-02,113469,50,Visa
2017-01-02,539952,200,AMEX
2017-01-02,186988,50,AMEX
2017-01-02,68643,100,AMEX
2017-01-02,511590,200,Visa
2017-01-02,500895,50,AMEX
2017-01-02,177527,150,AMEX
2017-01-02,337598,150,MasterCard
2017-01-02,495609,200,AMEX
2017-01-02,456341,150,AMEX
2017-01-02,46671,150,AMEX
2017-01-02,13646,200,AMEX
2017-01-02,147731,100,AMEX
2017-01-02,254452,200,MasterCard
2017-01-02,318313,50,Visa
2017-01-02,78046,200,Visa
2017-01-02,545888,50,Visa
2017-01-02,267399,150,MasterCard
2017-01-02,8792,150,AMEX
2017-01-02,247857,100,Visa
2017-01-02,252270,200,AMEX
2017-01-02,368562,50,MasterCard
2017-01-02,433484,100,AMEX
2017-01-02,254243,100,AMEX
2017-01-02,81574,100,MasterCard
2017-01-02,381972,200,Visa
2017-01-02,396778,50,MasterCard
2017-01-02,100058,200,AMEX
2017-01-02,336247,100,MasterCard
2017-01-02,551211,50,MasterCard
2017-01-02,55569,50,AMEX
2017-01-02,330303,100,MasterCard
2017-01-02,23996,200,Visa
2017-01-02,343250,50,Visa
2017-01-02,109031,100,AMEX
2017-01-02,591604,100,MasterCard
2017-01-02,439817,50,AMEX
2017-01-02,370121,150,MasterCard
2017-01-02,155576,100,AMEX
2017-01-02,332790,50,MasterCard
2017-01-02,418372,150,MasterCard
2017-01-02,264607,200,AMEX
2017-01-02,87625,200,Visa
2017-01-02,539542,100,MasterCard
2017-01-02,141955,50,Visa
2017-01-02,520191,100,Visa
2017-01-02,270832,200,Visa
2017-01-02,136767,50,MasterCard
2017-01-02,103777,150,MasterCard
2017-01-02,442524,50,Visa
2017-01-02,373682,150,AMEX
2017-01-02,347659,100,AMEX
2017-01-02,496063,200,AMEX
2017-01-02,266227,150,Visa
2017-01-02,65095,150,MasterCard
2017-01-02,516106,200,AMEX
2017-01-02,233630,50,AMEX
2017-01-02,181617,100,Visa
2017-01-02,238912,150,AMEX
2017-01-02,437161,100,MasterCard
2017-01-02,96812,100,Visa
2017-01-02,484023,50,MasterCard
2017-01-02,451469,50,MasterCard
2017-01-02,424655,50,AMEX
2017-01-02,473930,150,Visa
2017-01-02,63218,50,MasterCard
2017-01-02,486852,100,MasterCard
2017-01-02,335853,200,MasterCard
2017-01-02,346830,200,Visa
2017-01-02,157312,100,MasterCard
2017-01-02,502559,200,MasterCard
2017-01-02,242907,100,Visa
2017-01-02,287474,100,AMEX
2017-01-02,334146,150,MasterCard
2017-01-02,116972,150,MasterCard
2017-01-02,415859,100,Visa
2017-01-02,536934,200,AMEX
2017-01-02,487458,150,AMEX
2017-01-02,234349,50,AMEX
2017-01-02,378665,200,MasterCard
2017-01-02,50404,150,AMEX
2017-01-02,561149,200,Visa
2017-01-02,524954,100,AMEX
2017-01-02,306238,100,AMEX
2017-01-02,258090,100,MasterCard
2017-01-02,100592,50,AMEX
2017-01-02,463743,100,Visa
2017-01-02,445938,200,MasterCard
2017-01-02,135980,50,MasterCard
2017-01-02,394748,150,Visa
2017-01-02,359503,100,AMEX
2017-01-02,477108,100,MasterCard
2017-01-02,492225,150,AMEX
2017-01-02,562478,50,AMEX
2017-01-02,231708,150,MasterCard
2017-01-02,168570,50,AMEX
2017-01-02,395910,150,MasterCard
2017-01-02,563120,50,Visa
2017-01-02,235128,200,Visa
2017-01-02,361275,200,Visa
2017-01-02,134968,200,AMEX
2017-01-02,42353,50,MasterCard
2017-01-02,5795,200,Visa
2017-01-02,186663,200,AMEX
2017-01-02,312027,100,Visa
2017-01-02,505710,100,Visa
2017-01-02,562933,200,MasterCard
2017-01-02,192377,50,Visa
2017-01-02,223937,200,AMEX
2017-01-02,300630,100,AMEX
2017-01-02,237384,100,AMEX
2017-01-02,121430,100,MasterCard
2017-01-02,276942,100,MasterCard
2017-01-02,51292,200,AMEX
2017-01-02,210831,100,MasterCard
2017-01-02,82709,50,MasterCard
2017-01-02,152218,200,Visa
2017-01-02,410917,200,AMEX
2017-01-02,376608,100,MasterCard
2017-01-02,237479,200,AMEX
2017-01-02,430203,150,MasterCard
2017-01-02,173111,100,Visa
2017-01-02,199762,200,Visa
2017-01-02,430038,200,AMEX
2017-01-02,301661,150,Visa
2017-01-02,321008,50,MasterCard
2017-01-02,187514,50,MasterCard
2017-01-02,367648,200,Visa
2017-01-02,163139,200,AMEX
2017-01-02,597641,50,AMEX
2017-01-02,312938,200,MasterCard
2017-01-02,195070,150,AMEX
2017-01-02,189735,200,AMEX
2017-01-02,429382,150,MasterCard
2017-01-02,234474,100,Visa
2017-01-02,294463,200,AMEX
2017-01-02,434985,100,Visa
2017-01-02,238171,100,Visa
2017-01-02,404448,200,MasterCard
2017-01-02,517052,150,Visa
2017-01-02,8203,150,MasterCard
2017-01-02,500952,150,AMEX
2017-01-02,316966,100,MasterCard
2017-01-02,329435,50,AMEX
2017-01-02,281522,150,MasterCard
2017-01-02,545162,100,AMEX
2017-01-02,427410,50,AMEX
2017-01-02,518486,150,Visa
2017-01-02,149170,150,Visa
2017-01-02,119314,100,AMEX
2017-01-02,298585,150,MasterCard
2017-01-02,237902,100,MasterCard
2017-01-02,67164,150,AMEX
2017-01-02,20529,200,AMEX
2017-01-02,85775,50,AMEX
2017-01-02,567102,50,AMEX
2017-01-02,431180,100,MasterCard
2017-01-02,509772,150,AMEX
2017-01-02,27027,50,Visa
2017-01-02,258088,100,Visa
2017-01-02,79603,150,MasterCard
2017-01-02,400403,50,MasterCard
2017-01-02,198812,150,Visa
2017-01-02,88406,100,AMEX
2017-01-02,289937,200,MasterCard
2017-01-02,500616,50,Visa
2017-01-02,539090,200,MasterCard
2017-01-02,210074,100,Visa
2017-01-02,203376,150,AMEX
2017-01-02,146353,100,AMEX
2017-01-02,481686,150,MasterCard
2017-01-02,413611,200,MasterCard
2017-01-02,295941,50,Visa
2017-01-02,176975,50,MasterCard
2017-01-02,575420,150,MasterCard
2017-01-02,138651,100,MasterCard
2017-01-02,587100,100,MasterCard
2017-01-02,192978,200,MasterCard
2017-01-02,404055,100,AMEX
2017-01-02,197620,50,MasterCard
2017-01-02,279987,50,AMEX
2017-01-02,211162,50,AMEX
2017-01-02,189916,200,Visa
2017-01-02,233693,150,MasterCard
2017-01-02,130946,200,AMEX
2017-01-02,499195,150,MasterCard
2017-01-02,317614,50,MasterCard
2017-01-02,84054,50,Visa
2017-01-02,304218,100,MasterCard
2017-01-02,133168,50,Visa
2017-01-02,70270,150,Visa
2017-01-02,578872,200,AMEX
2017-01-02,257166,150,MasterCard
2017-01-02,537439,150,MasterCard
2017-01-02,18418,150,MasterCard
2017-01-02,371295,50,AMEX
2017-01-02,16830,50,AMEX
2017-01-02,279641,200,AMEX
2017-01-02,140941,200,MasterCard
2017-01-02,269259,150,Visa
2017-01-02,302145,50,MasterCard
2017-01-02,175905,100,Visa
2017-01-02,296576,50,Visa
2017-01-02,540408,200,AMEX
2017-01-02,3305,200,Visa
2017-01-02,258810,200,AMEX
2017-01-02,35046,200,Visa
2017-01-02,262031,200,Visa
2017-01-02,50802,100,MasterCard
2017-01-02,144952,50,MasterCard
2017-01-02,237150,200,Visa
2017-01-02,531854,200,MasterCard
2017-01-02,8786,50,Visa
2017-01-02,438550,100,MasterCard
2017-01-02,8589,100,Visa
2017-01-02,71882,100,AMEX
2017-01-02,104558,200,MasterCard
2017-01-02,596501,200,MasterCard
2017-01-02,529127,100,Visa
2017-01-02,392544,50,MasterCard
2017-01-02,452263,200,AMEX
2017-01-02,546242,50,AMEX
2017-01-02,444185,50,MasterCard
2017-01-02,496421,150,AMEX
2017-01-02,16015,200,MasterCard
2017-01-02,223732,200,AMEX
2017-01-02,372215,150,MasterCard
2017-01-02,20905,50,AMEX
2017-01-02,426063,200,MasterCard
2017-01-02,403476,100,Visa
2017-01-02,233217,150,MasterCard
2017-01-02,540709,150,AMEX
2017-01-02,549877,200,AMEX
2017-01-02,512010,200,AMEX
2017-01-02,260643,150,MasterCard
2017-01-02,380829,100,MasterCard
2017-01-02,293050,200,MasterCard
2017-01-02,433144,50,AMEX
2017-01-02,366016,100,AMEX
2017-01-02,302804,200,AMEX
2017-01-02,22607,100,AMEX
2017-01-02,513808,200,Visa
2017-01-02,283027,200,MasterCard
2017-01-02,377042,200,AMEX
2017-01-02,293904,50,AMEX
2017-01-02,140476,150,AMEX
2017-01-02,118570,100,AMEX
2017-01-02,594617,100,Visa
2017-01-02,517210,150,Visa
2017-01-02,11292,200,Visa
2017-01-02,587226,200,Visa
2017-01-02,574126,100,Visa
2017-01-02,339779,100,MasterCard
2017-01-02,313145,100,MasterCard
2017-01-02,292781,150,AMEX
2017-01-02,325624,150,AMEX
2017-01-02,490850,100,MasterCard
2017-01-02,3495,150,MasterCard
2017-01-02,516765,100,AMEX
2017-01-02,356582,150,MasterCard
2017-01-02,160119,100,MasterCard
2017-01-02,140930,50,MasterCard
2017-01-02,170647,100,Visa
2017-01-02,22303,200,MasterCard
2017-01-02,210087,150,AMEX
2017-01-02,31160,50,AMEX
2017-01-02,81626,150,Visa
2017-01-02,213739,100,AMEX
2017-01-02,446367,200,AMEX
2017-01-02,559464,50,MasterCard
2017-01-02,357695,100,MasterCard
2017-01-02,459819,50,MasterCard
2017-01-02,585607,150,MasterCard
2017-01-02,444565,50,AMEX
2017-01-02,10437,200,MasterCard
2017-01-02,56018,150,MasterCard
2017-01-02,562739,50,AMEX
2017-01-02,98076,150,AMEX
2017-01-02,542172,200,AMEX
2017-01-02,225406,50,AMEX
2017-01-02,221581,50,AMEX
2017-01-02,131917,100,AMEX
2017-01-02,400192,50,AMEX
2017-01-02,567038,100,MasterCard
2017-01-02,428403,50,MasterCard
2017-01-02,402646,200,AMEX
2017-01-02,50900,100,MasterCard
2017-01-02,322596,150,AMEX
2017-01-02,408533,200,MasterCard
2017-01-02,456868,100,Visa
2017-01-02,72925,100,Visa
2017-01-02,287591,150,MasterCard
2017-01-02,209584,200,MasterCard
2017-01-02,458695,100,MasterCard
2017-01-02,587797,50,AMEX
2017-01-02,16071,100,MasterCard
2017-01-02,565804,150,MasterCard
2017-01-02,426643,50,MasterCard
2017-01-02,257823,150,Visa
2017-01-02,277875,200,AMEX
2017-01-02,389270,150,Visa
2017-01-02,145397,50,MasterCard
2017-01-02,534630,200,AMEX
2017-01-02,381415,200,MasterCard
2017-01-02,500293,50,Visa
2017-01-02,146895,150,MasterCard
2017-01-02,437348,150,MasterCard
2017-01-02,543677,200,MasterCard
2017-01-02,416954,50,AMEX
2017-01-02,417674,50,MasterCard
2017-01-02,288592,150,Visa
2017-01-02,433149,200,MasterCard
2017-01-02,294605,150,Visa
2017-01-02,146862,150,Visa
2017-01-02,2968,50,Visa
2017-01-02,357906,150,AMEX
2017-01-02,61356,50,Visa
2017-01-02,207321,50,MasterCard
2017-01-02,421802,50,Visa
2017-01-02,362420,100,AMEX
2017-01-02,375431,50,MasterCard
2017-01-02,336192,100,Visa
2017-01-02,236697,200,AMEX
2017-01-02,421024,200,Visa
2017-01-02,37244,150,MasterCard
2017-01-02,162581,200,AMEX
2017-01-02,424219,50,AMEX
2017-01-02,488232,50,Visa
2017-01-02,187652,200,AMEX
2017-01-02,125719,100,AMEX
2017-01-02,19050,50,Visa
2017-01-02,113248,200,AMEX
2017-01-02,83106,100,MasterCard
2017-01-02,240712,50,Visa
2017-01-02,272031,50,Visa
2017-01-02,524628,200,AMEX
2017-01-02,296756,200,Visa
2017-01-02,93147,150,MasterCard
2017-01-02,488470,200,MasterCard
2017-01-02,489284,100,Visa
2017-01-02,195288,100,Visa
2017-01-02,162072,150,Visa
2017-01-02,321687,100,AMEX
2017-01-02,409250,200,AMEX
2017-01-02,382591,150,Visa
2017-01-02,586103,100,MasterCard
2017-01-02,214781,200,AMEX
2017-01-02,401308,50,MasterCard
2017-01-02,441927,50,AMEX
2017-01-02,566449,100,AMEX
2017-01-02,362574,50,AMEX
2017-01-02,489794,150,MasterCard
2017-01-02,526951,100,Visa
2017-01-02,339137,50,AMEX
2017-01-02,36514,150,AMEX
2017-01-02,480146,150,Visa
2017-01-02,458569,150,AMEX
2017-01-02,253314,150,Visa
2017-01-02,419917,150,Visa
2017-01-02,196499,150,MasterCard
2017-01-02,549082,100,MasterCard
2017-01-02,133019,100,MasterCard
2017-01-02,272198,50,AMEX
2017-01-02,345362,200,MasterCard
2017-01-02,519321,50,MasterCard
2017-01-02,261409,50,MasterCard
2017-01-02,595082,200,MasterCard
2017-01-02,435773,150,MasterCard
2017-01-02,556877,200,AMEX
2017-01-02,570660,50,Visa
2017-01-02,43778,200,Visa
2017-01-02,365588,50,Visa
2017-01-02,321896,50,AMEX
2017-01-02,157967,150,AMEX
2017-01-02,376481,50,AMEX
2017-01-02,347855,200,MasterCard
2017-01-02,140337,150,MasterCard
2017-01-02,117031,50,AMEX
2017-01-02,511321,200,Visa
2017-01-02,100665,150,MasterCard
2017-01-02,6291,50,MasterCard
2017-01-02,568252,150,MasterCard
2017-01-02,151806,200,MasterCard
2017-01-02,119564,150,Visa
2017-01-02,49875,50,MasterCard
2017-01-02,463007,100,MasterCard
2017-01-02,294782,50,MasterCard
2017-01-02,265834,200,MasterCard
2017-01-02,96472,200,Visa
2017-01-02,177477,200,MasterCard
2017-01-02,152956,200,AMEX
2017-01-02,556277,50,AMEX
2017-01-02,588500,100,AMEX
2017-01-02,303388,150,MasterCard
2017-01-02,369809,100,Visa
2017-01-02,150257,150,Visa
2017-01-02,553444,200,AMEX
2017-01-02,570087,150,AMEX
2017-01-02,528528,100,MasterCard
2017-01-02,174314,150,Visa
2017-01-02,365780,100,Visa
2017-01-02,424895,50,AMEX
2017-01-02,210751,100,MasterCard
2017-01-02,273170,50,AMEX
2017-01-02,370628,50,AMEX
2017-01-02,59314,100,AMEX
2017-01-02,250626,100,Visa
2017-01-02,102241,200,AMEX
2017-01-02,460664,200,Visa
2017-01-02,354558,200,Visa
2017-01-02,554619,200,AMEX
2017-01-02,34184,50,MasterCard
2017-01-02,220589,150,AMEX
2017-01-02,381441,200,Visa
2017-01-02,317134,50,Visa
2017-01-02,573003,50,MasterCard
2017-01-02,445491,150,MasterCard
2017-01-02,403030,50,AMEX
2017-01-02,156278,100,MasterCard
2017-01-02,501554,200,Visa
2017-01-02,270262,100,Visa
2017-01-02,301301,50,AMEX
2017-01-02,506202,100,Visa
2017-01-02,449860,150,Visa
2017-01-02,43782,50,Visa
2017-01-02,370499,100,Visa
2017-01-02,320360,100,Visa
2017-01-02,299049,50,MasterCard
2017-01-02,452402,50,MasterCard
2017-01-02,598727,100,MasterCard
2017-01-02,204761,200,MasterCard
2017-01-02,554834,100,Visa
2017-01-02,257968,150,Visa
2017-01-02,206295,50,MasterCard
2017-01-02,159705,150,Visa
2017-01-02,316956,50,Visa
2017-01-02,224775,50,AMEX
2017-01-02,411641,150,Visa
2017-01-02,153177,150,AMEX
2017-01-02,197779,150,Visa
2017-01-02,40592,50,MasterCard
2017-01-02,338257,200,MasterCard
2017-01-02,539102,100,Visa
2017-01-02,419607,100,AMEX
2017-01-02,313781,100,Visa
2017-01-02,507263,50,MasterCard
2017-01-02,506544,50,AMEX
2017-01-02,402576,100,Visa
2017-01-02,195833,150,AMEX
2017-01-02,104801,50,AMEX
2017-01-02,61235,150,Visa
2017-01-02,502696,50,AMEX
2017-01-02,437922,50,AMEX
2017-01-02,346141,150,Visa
2017-01-02,5774,150,Visa
2017-01-02,100230,100,Visa
2017-01-02,90334,150,Visa
2017-01-02,180974,200,Visa
2017-01-02,227748,100,Visa
2017-01-02,415926,100,AMEX
2017-01-02,477445,200,MasterCard
2017-01-02,405942,50,MasterCard
2017-01-02,579383,50,MasterCard
2017-01-02,311711,150,AMEX
2017-01-02,428222,150,MasterCard
2017-01-02,316958,100,Visa
2017-01-02,122889,200,MasterCard
2017-01-02,257521,100,MasterCard
2017-01-02,78831,100,AMEX
2017-01-02,400752,200,Visa
2017-01-02,521347,50,AMEX
2017-01-02,215830,50,MasterCard
2017-01-02,555576,50,AMEX
2017-01-02,290771,200,AMEX
2017-01-02,919,100,Visa
2017-01-02,368804,200,Visa
2017-01-02,271150,100,MasterCard
2017-01-02,54974,200,Visa
2017-01-02,438606,200,AMEX
2017-01-02,362239,100,AMEX
2017-01-02,475732,150,AMEX
2017-01-02,403880,200,AMEX
2017-01-02,453220,100,AMEX
2017-01-02,175941,100,MasterCard
2017-01-02,158509,200,Visa
2017-01-02,132991,50,MasterCard
2017-01-02,338672,50,AMEX
2017-01-02,204103,200,AMEX
2017-01-02,242592,50,AMEX
2017-01-02,337535,50,Visa
2017-01-02,55864,100,AMEX
2017-01-02,560204,100,MasterCard
2017-01-02,342449,50,MasterCard
2017-01-02,379857,150,Visa
2017-01-02,21286,200,MasterCard
2017-01-02,377053,200,MasterCard
2017-01-02,432807,100,Visa
2017-01-02,514862,100,Visa
2017-01-02,488173,150,MasterCard
2017-01-02,549289,200,Visa
2017-01-02,513293,150,AMEX
2017-01-02,540166,150,AMEX
2017-01-02,307819,100,MasterCard
2017-01-02,9569,50,MasterCard
2017-01-02,227006,50,MasterCard
2017-01-02,180207,200,AMEX
2017-01-02,159472,150,Visa
2017-01-02,257516,200,MasterCard
2017-01-02,33391,200,MasterCard
2017-01-02,478542,100,AMEX
2017-01-02,174786,150,AMEX
2017-01-02,555071,150,Visa
2017-01-02,508375,100,Visa
2017-01-02,109745,200,Visa
2017-01-02,28523,100,Visa
2017-01-02,229048,50,AMEX
2017-01-02,589878,150,MasterCard
2017-01-02,112449,100,AMEX
2017-01-02,567854,50,AMEX
2017-01-02,108122,150,MasterCard
2017-01-02,4153,200,Visa
2017-01-02,473664,50,Visa
2017-01-02,253850,200,MasterCard
2017-01-02,428795,50,AMEX
2017-01-02,249983,50,MasterCard
2017-01-02,199039,50,MasterCard
2017-01-02,267264,100,AMEX
2017-01-02,37021,50,Visa
2017-01-02,61975,200,Visa
2017-01-02,485217,50,Visa
2017-01-02,556788,200,MasterCard
2017-01-02,312204,150,MasterCard
2017-01-02,530150,150,Visa
2017-01-02,559331,50,MasterCard
2017-01-02,475195,50,AMEX
2017-01-02,23037,150,AMEX
2017-01-02,396607,150,MasterCard
2017-01-02,110439,50,MasterCard
2017-01-02,443568,200,AMEX
2017-01-02,75564,50,MasterCard
2017-01-02,61737,200,Visa
2017-01-02,345557,150,AMEX
2017-01-02,157825,200,Visa
2017-01-02,470768,200,Visa
2017-01-02,432074,200,AMEX
2017-01-02,374872,100,MasterCard
2017-01-02,280443,100,AMEX
2017-01-02,184130,200,MasterCard
2017-01-02,338828,200,AMEX
2017-01-02,300413,150,AMEX
2017-01-02,428933,50,Visa
2017-01-02,130182,100,AMEX
2017-01-02,555409,150,MasterCard
2017-01-02,399456,50,MasterCard
2017-01-02,87400,50,Visa
2017-01-02,469563,200,Visa
2017-01-02,471220,150,AMEX
2017-01-02,149758,200,MasterCard
2017-01-02,585909,50,AMEX
2017-01-02,436873,150,AMEX
2017-01-02,238258,150,Visa
2017-01-02,446235,200,Visa
2017-01-02,285337,100,AMEX
